Record_ID,Date,Time,Junction_ID,Vehicle_ID,Vehicle_Type,Direction,Lane,Signal_State,Signal_Duration,Waiting_Time,Vehicle_Speed,Speed_Limit,Helmet,Seat_Belt,Stop_Line_Crossed,Lane_Compliance,Phone_Usage,U_Turn,U_Turn_Allowed,Overloading,Violation,Violation_Type,Fine_Amount,Accident,Weather,Road_Condition,Traffic_Density
R001811,2026-07-19,8:52:18 AM,J015,GJ01-7563-D01075,Car,West,2.0,Red,172,70.7,21.1,40,,Yes,No,Yes,Yes,No,Yes,No,Yes,Mobile Phone Usage,1500,No,Clear,Good,54.2
R017771,24-04-2026,08:57:31,J010,TN09-8368-K02043,Auto,North,2.0,Red,176,70.3,44.2,60,,,No,Yes,No,No,No,No,No,,0,No,Fog,Average,74.0
R000005,2026-05-31,22:03:57,J012,GJ01-2861-G05653,Truck,North,3.0,Green,143,13.2,38.7,40,,Yes,No,Yes,No,No,Yes,No,No,,0,No,  Clear ,Average,32.2
R010771,2026-03-08,13:31:52,J008,MH12-1440-K05132,Bike,East,4.0,Red,127,55.4,65.3,80,Yes,,Yes,Yes,No,No,Yes,No,Yes,Red Light Jumping,1000,No,Clear,Average,51.0
R000328,2026-02-13,19:16:58,J009,MH12-8231-C02723,Bike,West,1.0,Red,127,71.7,31.6,40,Yes,,No,Yes,No,No,No,No,No,,0,No,Clear,Good,80.0
R011750,2026-02-13,04:59:50,J010,MH14-8101-D01973,Bike,North,4.0,Red,176,35.5,30.0,60,No,,No,Yes,No,No,Yes,No,Yes,No Helmet,500,No,Cloudy,Average,11.3
R006300,2026-06-27,19:38:20,J002,MH20-4366-D05784,Car,North,4.0,Green,166,8.3,81.7,60,,Yes,No,Yes,No,No,No,No,Yes,Over Speeding,2000,No,Rain,Good,61.7
R017563,2026-07-21,18:19:32,J009,UP32-4451-F01982,Bike,West,1.0,Red,127,57.0,17.3,40,Yes,,No,Yes,No,No,No,No,No,,0,No,Clear,Good,99.8
R022886,2026-07-04,10:59:18 AM,J013,MH14-2359-P02762,Taxi,West,1.0,Green,98,10.3,16.7,40,,Yes,No,Yes,Yes,No,Yes,No,Yes,Mobile Phone Usage,1500,No,Cloudy,Good,53.8
R000794,2026-02-01,07:33:05,J011,GJ01-8189-F05426,Bike,East,2.0,Green,157,0.0,55.5,60,Yes,,No,Yes,No,No,No,No,No,,0,No,Clear,Good,13.9
R004883,2026-04-05,20:22:12,J010,DL08-8180-K03305,Car,South,3.0,Green,176,10.6,49.7,60,,Yes,No,Yes,No,No,Yes,No,No,,0,No,Clear,Average,55.3
R005220,2026-07-19,17:35:54,J004,DL08-5379-A02336,Auto,East,1.0,Red,169,81.2,27.0,40,,,No,Yes,No,No,Yes,No,No,,0,No,Rain,Poor,47.4
R015706,2026-03-16,17:52:15,J015,KA05-5321-L01151,Car,South,3.0,Red,172,82.4,27.5,40,,Yes,No,Yes,No,No,Yes,No,No,,0,No,Rain,Good,77.3
R021712,2026-05-09,09:12:52,J002,MH20-3845-E00618,Bike,North,2.0,Green,166,6.9,49.2,60,Yes,,No,Yes,No,No,No,No,No,,0,No,Clear,Good,61.2
R019652,2026-02-07,08:02:11,J009,UP32-1319-D03306,Bike,East,3.0,Red,127,41.9,38.3,40,Yes,,No,Yes,No,Yes,No,No,Yes,Illegal U-Turn,500,No,Cloudy,Good,70.7
R009496,2026-02-15,19:45:35,J002,MH20-2621-F03056,Bike,East,1.0,Red,166,63.8,51.6,60,Yes,,No,Yes,No,No,Yes,No,No,,0,No,Clear,Good,56.6
R020477,2026-02-03,13:05:44,J004,MH14-8690-K05342,Bike,West,1.0,Red,169,64.4,37.2,40,Yes,,No,No,No,No,No,No,Yes,Wrong Lane,500,No,Cloudy,Poor,58.2
R016534,2026-05-18,6:59:26 PM,J013,MH20-1509-N00481,Car,South,1.0,Green,98,8.9,14.7,40,,No,No,Yes,No,No,Yes,No,Yes,No Seat Belt,1000,No,Clear,Good,87.1
R014213,2026-05-10,19:54:10,J001,MH14-9609-Q00318,bike,East,3.0,Green,136,6.6,59.4,60,Yes,,No,Yes,Yes,No,No,No,Yes,Mobile Phone Usage,1500,No,Clear,Good,80.5
R014597,2026-03-26,17:35:13,J001,KA05-1626-D00044,CAR,West,2.0,Green,136,15.2,47.2,60,,Yes,No,Yes,No,No,No,No,No,,0,No,Clear,Good,75.5
R003471,2026-06-30,10:59:20,J010,DL08-8126-B02503,Bike,South,2.0,Red,176,76.8,43.3,60,Yes,,No,Yes,No,No,No,No,No,,0,No,Cloudy,Average,85.8
R003830,2026-05-24,17:37:07,J002,DL08-1956-A04048,Bike,East,3.0,Green,166,10.2,23.8,60,Yes,,No,Yes,No,No,No,No,No,,0,No,Clear,Good,80.7
R013393,2026-07-19,08:01:34,J010,MH14-5554-H05880,Taxi,South,1.0,Red,176,72.2,81.5,60,,Yes,Yes,Yes,No,No,Yes,No,Yes,Over Speeding,2000,No,Cloudy,Average,50.2
R021467,2026-04-11,19:16:46,J014,DL08-2705-R00509,Taxi,North,2.0,Red,145,78.6,46.9,40,,Yes,No,Yes,No,No,No,No,Yes,Over Speeding,2000,No,Clear,Good,75.7
R011874,2026-05-03,08:48:18,J014,MH20-1193-D01541,Car,East,1.0,Red,145,68.9,29.8,40,,Yes,No,Yes,No,No,No,No,No,,0,No,Clear,Good,58.4
R023250,2026-04-02,08:26:35,J013,UP32-9071-D04575,Auto,East,1.0,Green,98,10.8,12.7,40,,,No,Yes,No,No,Yes,No,No,,0,No,Clear,Good,85.1
R001800,2026-04-21,20:48:07,J002,TN09-5265-M02777,Bike,West,3.0,Red,166,72.2,36.4,60,Yes,,No,Yes,No,No,Yes,No,No,,0,No,Cloudy,Good,76.4
R008269,2026-04-27,6:00:18 AM,J006,DL08-3207-L03925,Car,North,1.0,Green,98,1.3,37.2,60,,Yes,No,Yes,No,No,No,No,No,,0,No,Clear,Average,14.5
R001831,2026-02-08,08:39:33,J012,MH12-9721-G01358,Car,East,1.0,Green,143,11.6,45.6,40,,Yes,No,Yes,No,No,No,No,Yes,Over Speeding,2000,No,Clear,Average,55.1
R025757,2026-02-03,17:00:01,J001,MH20-3636-J02991,Bike,South,4.0,Red,136,46.3,28.5,60,Yes,,No,Yes,No,No,No,No,No,,0,No,Clear,Good,85.1
R017414,2026-07-20,19:10:09,J003,UP32-6656-N01216,Two Wheeler,North,3.0,Green,152,2.1,40.5,60,Yes,,No,Yes,No,No,Yes,No,No,,0,No,Cloudy,Average,61.7
R024139,2026-02-20,7:11:18 PM,J007,TN09-9698-R03367,Car,East,3.0,Red,74,43.0,42.2,60,,Yes,No,Yes,No,No,No,No,No,,0,No,Clear,Average,71.3
R020950,2026-07-21,17:50:17,J011,MH14-1604-E00969,Car,West,3.0,Red,157,76.3,51.9,60,,Yes,No,Yes,No,No,No,No,No,,0,No,Clear,Good,100.0
R009882,2026-02-18,11:19:56,J012,MH14-9759-K03781,Auto,South,3.0,Red,143,55.8,30.7,40,,,No,Yes,No,Yes,No,No,Yes,Illegal U-Turn,500,No,Clear,Average,65.2
R014749,2026-05-27,20:11:38,J004,KA05-5019-B03687,Bike,North,2.0,Green,169,14.1,14.2,40,Yes,,No,Yes,Yes,No,Yes,No,Yes,Mobile Phone Usage,1500,No,Clear,Poor,95.1
R007601,2026-05-22,7:33:51 PM,J003,GJ01-2522-J05954,Bike,South,2.0,Green,152,9.8,39.4,60,Yes,,No,Yes,No,No,Yes,No,No,,0,No,Clear,Average,73.0
R014406,2026-05-16,09:38:58,J005,DL08-1469-E03941,Car,North,1.0,Green,103,14.2,77.1,50,,Yes,No,Yes,No,No,No,No,Yes,Over Speeding,2000,No,Clear,Average,69.2
R004677,2026-05-25,08:37:03,J003,DL08-4476-R05599,Bike,East,3.0,Red,152,89.0,36.8,60,Yes,,No,Yes,No,No,Yes,No,No,,0,No,Cloudy,Average,95.8
R003673,2026-07-28,06:50:29,J014,MH20-6005-C04680,Bike,North,2.0,Green,145,1.0,31.1,40,Yes,,No,Yes,No,No,Yes,No,No,,0,Yes,Clear,Good,2.0
R000954,2026-02-16,9:13:09 AM,J015,TN09-9554-M05317,Bike,East,2.0,Red,172,71.4,22.6,40,Yes,,No,Yes,No,No,Yes,No,No,,0,No,Clear,Good,89.7
R016938,2026-05-07,13:29:10,J012,GJ01-8684-K05782,Car,East,1.0,Red,143,50.7,31.7,40,,No,No,Yes,No,No,No,No,Yes,No Seat Belt,1000,No,Cloudy,Average,49.2
R001409,2026-04-28,09:22:50,J003,UP32-7849-C04116,Two Wheeler,North,2.0,Red,152,65.6,59.4,60,Yes,,No,Yes,No,No,No,No,No,,0,No,Clear,Average,62.8
R023156,2026-03-20,16:55:46,J001,MH14-9978-N03795,Car,East,4.0,Green,136,12.4,87.4,60,,Yes,No,Yes,No,No,No,No,Yes,Over Speeding,2000,No,Clear,Good,63.3
R007240,2026-05-14,07:11:46,J014,TN09-7454-B04956,Bike,East,1.0,Green,145,5.0,60.3,40,Yes,,No,Yes,No,No,No,No,Yes,Over Speeding,2000,No,,Good,23.5
R017752,2026-07-17,07:36:04,j003,KA05-2093-G01349,Truck,West,4.0,Red,152,48.2,39.2,60,,Yes,No,Yes,No,No,Yes,No,No,,0,No,Rain,Average,15.8
R010247,2026-02-10,09:06:15,J001,GJ01-2912-G03984,Car,West,2.0,Green,136,10.7,92.6,60,,Yes,No,Yes,No,No,No,No,Yes,Over Speeding,2000,No,Fog,Good,79.2
R016257,2026-04-25,07:24:22,J004,MH14-6615-B02836,Truck,East,1.0,Green,169,0.0,28.4,40,,Yes,No,Yes,Yes,No,Yes,No,Yes,Mobile Phone Usage,1500,No,Clear,Poor,15.8
R001301,2026-02-23,07:54:33,J013,TN09-7899-H04373,two-wheeler,East,2.0,Green,98,5.3,33.6,40,No,,No,Yes,No,No,No,No,Yes,No Helmet,500,No,Cloudy,Good,19.6
R000808,2026-04-12,18:11:18,J008,UP32-8718-P01126,Car,North,4.0,Red,127,58.4,48.5,80,,Yes,No,Yes,No,No,Yes,No,No,,0,No,  Cloudy ,Average,67.2
R007354,2026-07-27,06:24:53,J010,KA05-8122-M00912,Bike,  South ,5.0,Red,176,63.4,37.3,60,Yes,,No,Yes,No,No,Yes,No,No,,0,No,Cloudy,Average,23.4
R016118,2026-07-22,10:57:55,J004,MH12-1598-J04849,Auto,West,2.0,Red,169,81.4,30.7,40,,,No,No,No,No,No,Yes,Yes,Overloading,2000,No,Clear,Poor,81.0
R002305,2026-06-01,18:23:31,J007,UP32-1815-H04249,Bike,North,4.0,Red,74,45.4,37.3,60,Yes,,No,Yes,No,No,No,No,No,,0,No,Clear,Average,92.9
R021863,2026-04-30,13:54:38,J011,MH20-1911-F03733,Taxi,North,3.0,  Green ,157,8.5,40.7,60,,Yes,No,Yes,No,No,No,No,No,,0,No,Fog,Good,64.7
R016272,2026-02-13,17:52:19,J008,UP32-9804-L02404,Auto,North,6.0,Red,127,68.7,61.1,80,,,No,Yes,No,No,Yes,Yes,Yes,Overloading,2000,No,Clear,Average,91.7
R016381,2026-03-06,02:51:18,J003,KA05-5940-R05386,Car,South,2.0,Green,152,3.0,37.2,60,,Yes,No,Yes,No,No,Yes,No,No,,0,No,Clear,Average,22.3
R004164,2026-04-24,08:34:59,J004,MH12-6885-D00914,Cab,East,1.0,Green,169,9.2,30.9,40,,Yes,No,Yes,No,No,Yes,No,No,,0,No,  Clear ,Poor,93.4
R002354,2026-07-21,21:15:04,J010,KA05-7132-E00173,Car,West,3.0,Green,176,11.2,54.2,60,,Yes,No,Yes,No,Yes,Yes,No,No,,0,No,Cloudy,Average,42.8
R000044,2026-03-25,09:26:04,J002,TN09-1905-F04319,Car,South,1.0,Green,166,12.9,35.6,60,,Yes,No,Yes,No,No,Yes,No,No,,0,No,Clear,Good,80.3
R010124,2026-05-08,17:03:50,J013,DL08-2640-L03913,Auto,South,1.0,Green,98,17.2,12.5,40,,,No,Yes,No,No,Yes,No,No,,0,No,Clear,Good,92.7
R019913,2026-05-05,16:38:21,J001,UP32-1357-G04350,Bike,West,2.0,Red,136,51.0,44.9,60,No,,No,No,No,No,No,No,Yes,No Helmet,500,No,Clear,Good,78.2
R012401,2026-05-27,17:51:29,J005,UP32-9186-F02703,Taxi,  South ,3.0,Green,103,12.5,39.4,50,,Yes,No,Yes,No,No,Yes,No,No,,0,No,Clear,Average,78.6
R022634,29 Mar 2026,16:54:50,J007,DL08-6821-A02072,Car,West,2.0,Red,74,41.2,36.8,60,,Yes,No,Yes,No,No,No,No,No,,0,No,Clear,Average,55.6
R025133,2026-02-28,20:46:05,J005,TN09-4831-C05887,Bike,East,4.0,Green,103,9.1,39.1,50,Yes,,No,Yes,No,No,No,No,No,,0,No,Clear,Average,79.8
R020670,2026-05-05,08:32:42,J005,KA05-3130-P02647,Auto,South,4.0,Green,103,12.9,29.9,50,,,No,Yes,No,No,Yes,No,No,,0,No,Clear,Average,63.6
R024526,2026-02-25,08:14:14,J003,KA05-5001-J01779,Taxi,East,2.0,Green,152,12.3,22.7,60,,No,No,Yes,No,No,Yes,No,Yes,No Seat Belt,1000,No,Clear,Average,78.1
R007606,2026-07-18,10:08:37,J005,MH20-7548-A05178,Car,North,1.0,Red,103,39.1,47.3,50,,No,No,Yes,No,No,No,No,Yes,No Seat Belt,1000,No,Clear,Average,59.9
R016155,2026-06-09,17:53:32,J007,DL08-9036-F01538,Truck,East,1.0,Red,74,59.3,34.4,60,,Yes,Yes,Yes,No,No,No,No,Yes,Red Light Jumping,1000,No,Rain,Average,78.3
R005599,2026-02-02,18:15:54,J006,MH20-3548-M01500,Auto,East,2.0,Green,98,11.7,22.2,60,,,No,Yes,No,No,No,Yes,Yes,Overloading,2000,No,Clear,Average,86.3
R017175,2026-06-30,11:19:39,J010,KA05-2435-E01182,Auto,East,1.0,Green,176,8.0,44.8,60,,,No,Yes,No,No,No,No,No,,0,No,Cloudy,Average,58.1
R017528,03/31/2026,12:49:50 PM,J006,MH14-4305-H03825,Car,North,1.0,Red,98,31.9,45.5,60,,Yes,No,Yes,No,No,No,No,No,,0,No,Clear,,40.4
R019068,2026-05-29,00:15:46,J014,KA05-3193-Q00673,Bike,West,2.0,Green,145,0.1,10.6,40,Yes,,No,Yes,No,No,Yes,No,No,,0,No,Rain,Good,9.4
R021486,2026-07-21,21:15:42,J008,TN09-3280-C02978,Truck,South,2.0,Red,127,59.2,54.1,80,,No,No,Yes,No,No,Yes,No,Yes,No Seat Belt,1000,No,Clear,Average,37.0
R011506,2026-03-27,10:53:31,J011,UP32-9228-K01475,Taxi,North,2.0,Red,157,65.3,41.3,60,,,No,No,No,No,Yes,No,Yes,Wrong Lane,500,No,Clear,Good,70.9
R016474,2026-07-06,17:18:47,J003,MH20-9464-N00687,Car,North,4.0,Green,152,9.6,41.0,60,,Yes,No,Yes,No,No,No,No,No,,0,No,Clear,Average,83.3
R018792,2026-07-19,18:56:34,J006,MH20-8692-K01294,Auto,West,2.0,Green,98,9.4,27.4,60,,,No,Yes,No,No,Yes,No,No,,0,No,Rain,Average,50.5
R008520,2026-06-02,08:48:52,J001,TN09-7158-G01301,Bike,East,1.0,Red,136,52.0,41.8,60,Yes,,No,Yes,No,No,No,No,No,,0,No,Clear,Good,68.6
R005681,2026-07-25,23:43:51,J015,MH20-1395-L02134,Car,East,1.0,Green,172,4.1,23.5,40,,Yes,No,Yes,No,No,No,No,No,,0,No,Clear,Good,24.6
R010244,2026-07-19,10:53:28,J011,MH20-3024-C00853,bike,East,3.0,Green,157,8.6,68.0,60,Yes,,No,Yes,No,No,Yes,No,Yes,Over Speeding,2000,No,Clear,Good,85.8
R023640,2026-03-15,09:47:39,J014,KA05-6576-H04750,Bike,North,2.0,Red,145,67.5,45.9,40,Yes,,No,No,No,No,Yes,No,Yes,Over Speeding,2000,No,Clear,Good,58.2
R012468,2026-06-25,18:26:59,J011,GJ01-1096-D05329,Bus,East,4.0,Green,157,15.8,38.2,60,,Yes,No,Yes,No,No,Yes,No,No,,0,No,Clear,Good,89.8
R010284,02/09/2026,14:48:02,J007,UP32-3554-E02439,Car,West,1.0,Red,74,48.2,36.6,60,,Yes,No,Yes,No,No,Yes,No,No,,0,No,Rain,Average,63.7
R002582,2026-04-11,16:21:42,J001,MH14-7305-K01419,Bike,  East ,3.0,Red,136,51.7,40.6,60,Yes,,No,Yes,No,No,Yes,No,No,,0,No,Clear,Good,40.5
R008470,2026-03-17,21:51:38,J009,MH20-6761-P01985,Car,North,2.0,Green,127,1.9,22.8,40,,Yes,No,Yes,No,No,No,No,No,,0,No,Fog,Good,33.4
R005652,2026-06-21,09:16:39,J007,GJ01-4720-L05236,Car,South,1.0,Red,74,63.8,51.7,60,,Yes,No,Yes,No,No,No,No,No,,0,No,Cloudy,Average,76.9
R015914,2026-05-18,07:46:32,J012,MH12-5613-L03049,Car,South,1.0,Green,143,0.0,26.3,40,,Yes,No,Yes,No,No,Yes,No,No,,0,No,Clear,Average,2.0
R000520,2026-02-04,17:36:21,J008,DL08-6000-C01476,Bike,East,6.0,Green,127,13.7,62.2,80,Yes,,No,Yes,No,No,Yes,No,No,,0,No,Fog,Average,82.6
R015595,2026-03-10,10:04:45 AM,J001,DL08-9120-D05281,Car,West,2.0,Yellow,136,13.9,44.0,60,,Yes,No,Yes,No,No,Yes,No,No,,0,No,Clear,Good,66.5
R019600,2026-03-18,18:17:58,J010,TN09-7412-N01439,Auto,North,1.0,Red,176,82.5,79.9,60,,,No,Yes,No,No,No,No,Yes,Over Speeding,2000,No,Fog,Average,75.4
R024066,2026-03-22,08:15:15,J010,GJ01-8570-H00403,Car,North,2.0,Green,176,7.1,72.2,60,,Yes,No,Yes,No,No,No,No,Yes,Over Speeding,2000,No,Clear,Average,56.8
R025178,2026-07-07,20:52:15,J006,DL08-4000-B01153,Car,North,3.0,Green,98,14.3,43.5,60,,Yes,No,Yes,No,No,Yes,No,No,,0,No,Cloudy,Average,84.9
R001514,2026-05-09,17:49:54,J008,MH20-2763-Q04384,Car,West,5.0,Red,127,56.7,40.5,80,,Yes,No,Yes,No,No,No,No,No,,0,No,Fog,Average,73.4
R014702,10 Apr 2026,15:19:35,J001,TN09-1486-H01406,Car,East,4.0,Green,136,8.2,86.8,60,,Yes,No,Yes,No,No,No,No,Yes,Over Speeding,2000,No,Clear,Good,46.2
R007278,2026-02-19,18:00:33,J004,TN09-5761-M04912,Bike,West,2.0,Green,169,15.1,15.9,40,Yes,,No,Yes,No,No,No,No,No,,0,No,Clear,Poor,77.6
R017166,2026-06-11,16:52:24,J009,MH14-5101-H02576,Bike,East,1.0,  Green ,127,12.0,18.8,40,Yes,,No,Yes,No,No,Yes,No,No,,0,No,Clear,Good,47.2
R015827,2026-07-03,18:40:30,J001,UP32-3224-R03389,Auto,East,2.0,Green,136,6.8,36.6,60,,,No,Yes,No,No,No,No,No,,0,No,Rain,Good,52.0
R001123,2026-03-20,08:55:32,J007,DL08-3502-E03140,Taxi,West,1.0,Green,74,9.9,49.2,60,,Yes,No,Yes,No,No,No,No,No,,0,No,Clear,Average,70.1
R022282,2026-03-23,15:41:48,J005,TN09-3007-B00486,Bus,North,4.0,Red,103,46.8,35.3,50,,Yes,No,Yes,No,No,No,No,No,,0,No,Cloudy,Average,43.4
R009789,2026-05-21,21:54:20,J003,UP32-8694-D04193,BUS,North,2.0,Red,152,62.1,49.8,60,,Yes,No,Yes,No,No,No,No,No,,0,No,Clear,Average,50.3
R006209,2026-06-24,15:10:57,J013,KA05-6318-B01532,Bike,North,2.0,Red,98,50.7,9.9,40,No,,No,Yes,No,No,Yes,No,Yes,No Helmet,500,No,Clear,Good,65.5
R021211,2026-02-01,7:17:01 AM,J010,GJ01-6654-M01091,Bike,North,3.0,Red,176,61.0,81.1,60,Yes,,No,Yes,No,No,Yes,No,Yes,Over Speeding,2000,No,Fog,Average,10.4
R014935,2026-03-31,14:43:33,J009,MH14-1257-E05271,Car,West,1.0,Green,127,6.2,65.9,40,,Yes,No,Yes,No,No,Yes,No,Yes,Over Speeding,2000,No,Clear,Good,63.6
R020590,2026-04-24,10:28:06,J014,MH14-3264-N04976,Car,East,1.0,Green,145,12.3,34.2,40,,Yes,No,Yes,No,No,No,No,No,,0,No,Fog,Good,61.7
R018759,2026-03-18,15:20:21,J011,KA05-1660-G00479,Bus,North,2.0,Green,157,11.9,51.6,60,,Yes,No,Yes,No,No,No,No,No,,0,No,Clear,Good,61.5
R014499,03-03-2026,09:38:57,J013,MH20-5429-M03427,Bike,West,2.0,Green,98,15.1,26.5,40,Yes,,No,Yes,No,No,No,No,No,,0,No,Clear,Good,78.9
R004289,28-05-2026,08:35:10,J007,DL08-8944-F00934,Car,West,1.0,Green,74,13.6,51.9,60,,Yes,No,Yes,No,No,No,No,No,,0,No,Clear,Average,66.7
R006930,2026-05-16,16:12:51,J009,GJ01-8366-A03684,Bike,North,1.0,Green,127,10.9,67.2,40,Yes,,No,Yes,No,No,No,No,Yes,Over Speeding,2000,No,Clear,Good,47.3
R025326,2026-05-31,06:22:30,J005,MH14-7409-G05665,Auto,North,3.0,Red,103,28.5,69.9,50,,,No,Yes,No,No,Yes,No,Yes,Over Speeding,2000,No,Fog,Average,7.8
R024048,2026-04-22,16:52:26,J006,MH20-8223-J01026,Taxi,South,3.0,Red,98,30.3,38.9,60,,Yes,Yes,Yes,No,No,No,No,Yes,Red Light Jumping,1000,No,Clear,Average,52.0
R005465,2026-03-06,9:01:54 AM,J010,MH20-4527-J04299,Car,South,2.0,Green,176,8.2,72.5,60,,Yes,No,Yes,No,No,No,No,Yes,Over Speeding,2000,No,Cloudy,Average,77.6
R022123,2026-02-10,06:00:54,J011,MH20-3337-N01473,Auto,West,3.0,Green,157,0.3,31.2,60,,,No,Yes,No,Yes,Yes,Yes,Yes,Overloading,2000,No,Clear,Good,20.3
R005806,2026-04-11,18:42:03,J006,KA05-1769-N00631,Auto,North,3.0,Red,98,57.4,36.9,60,,,No,Yes,No,No,No,No,No,,0,No,Clear,Average,70.3
R014594,2026-06-26,14:05:12,J008,UP32-5008-C03144,Bike,East,5.0,Green,127,6.1,50.2,80,Yes,,No,Yes,No,No,Yes,No,No,,0,No,Rain,Average,56.5
R015977,2026-07-28,10:35:00,J008,GJ01-6045-P01398,Taxi,South,1.0,Green,127,13.4,70.0,80,,Yes,No,Yes,No,No,No,No,No,,0,No,Clear,Average,66.2
R008120,2026-07-12,8:58:00 AM,J002,DL08-5115-N05066,Taxi,South,2.0,Red,166,70.6,34.3,60,,Yes,No,Yes,No,No,No,No,No,,0,No,Clear,Good,68.7
R012331,2026-03-07,20:42:33,J013,GJ01-5963-B05446,Car,North,2.0,Green,98,12.2,29.2,40,,Yes,No,Yes,No,No,No,No,No,,0,No,,Good,65.9
R002729,2026-06-03,11:18:40,J004,MH14-8580-M01268,Taxi,North,1.0,Red,169,83.4,19.2,40,,Yes,No,Yes,No,No,Yes,No,No,,0,No,Clear,Poor,86.6
R008602,2026-05-27,18:55:58,J007,UP32-1981-E00471,Car,North,2.0,Red,74,56.5,41.1,60,,Yes,No,Yes,No,No,No,No,No,,0,No,Clear,Average,72.6
R001015,2026-02-07,18:37:04,J007,KA05-8206-C00063,Bike,North,4.0,Green,74,13.4,44.0,60,No,,No,Yes,No,No,No,No,Yes,No Helmet,500,No,Cloudy,Average,89.0
R021085,2026-02-21,19:42:34,J004,MH14-8673-C00148,Car,North,1.0,Red,169,81.5,22.7,40,,Yes,No,Yes,No,No,No,No,No,,0,No,Fog,Poor,83.5
R015567,2026-03-24,19:28:15,J011,GJ01-1477-L02709,Taxi,South,1.0,Green,157,14.0,41.6,60,,Yes,No,Yes,No,No,No,No,No,,0,No,Clear,Good,68.7
R006078,2026-05-13,06:19:32,J006,MH14-3408-L05217,Car,East,4.0,Red,98,21.0,53.6,60,,Yes,No,Yes,No,No,No,No,No,,0,No,Cloudy,Average,4.0
R022695,2026-07-10,07:02:44,J004,MH12-7915-M01296,Bus,North,1.0,Green,169,0.0,49.0,40,,Yes,No,Yes,No,No,Yes,No,Yes,Over Speeding,2000,No,Rain,Poor,23.4
R008775,2026-04-08,06:59:21,J012,GJ01-4571-E01003,Auto,North,1.0,Red,143,38.9,24.9,40,,,No,Yes,No,No,No,No,No,,0,No,Clear,Average,5.0
R017707,2026-05-16,15:43:12,J005,MH14-3473-D02952,Car,North,2.0,Yellow,103,6.4,45.4,50,,Yes,No,No,No,No,Yes,No,Yes,Wrong Lane,500,No,Rain,Average,49.7
R016844,2026-05-23,20:53:18,J009,MH12-7737-D00945,Bus,South,2.0,Green,127,8.8,27.1,40,,No,No,Yes,Yes,No,Yes,No,Yes,Mobile Phone Usage,1500,No,Fog,Good,56.2
R011676,2026-03-23,17:56:27,J005,MH20-5935-G05642,Car,West,3.0,Yellow,103,11.2,49.0,50,,Yes,No,Yes,No,Yes,Yes,No,No,,0,No,Clear,Average,71.0
R011520,2026-07-03,12:26:48,J004,GJ01-4163-J01648,Bike,West,1.0,Red,169,60.8,30.8,40,Yes,,No,Yes,No,No,No,No,No,,0,No,Cloudy,Poor,62.9
R005677,2026-06-26,08:48:16,J006,MH14-6273-Q02598,Car,East,1.0,Yellow,98,15.8,44.7,60,,Yes,No,Yes,No,No,Yes,No,No,,0,No,Clear,Average,72.8
R015016,2026-06-19,09:05:36,J005,KA05-9141-N04936,Truck,North,2.0,Yellow,103,11.2,28.6,50,,Yes,No,Yes,No,No,No,Yes,Yes,Overloading,2000,No,Clear,Average,76.8
R021350,2026-04-01,15:17:38,J007,DL08-2984-H04103,Auto,East,2.0,Red,74,42.6,37.8,60,,,No,Yes,No,No,No,No,No,,0,No,Rain,Average,47.6
R006399,2026-05-11,09:16:47,J010,MH12-9199-K02666,Car,West,2.0,Green,176,14.1,39.3,60,,Yes,No,Yes,No,No,Yes,No,No,,0,No,Clear,Average,84.3
R015794,2026-04-02,4:27:34 PM,J012,MH14-7254-B03060,Auto,West,3.0,Green,143,5.6,14.8,40,,,No,No,No,No,No,No,Yes,Wrong Lane,500,No,Cloudy,Average,38.8
R012880,03/14/2026,18:09:24,J001,UP32-2410-Q01921,Car,South,4.0,Red,136,47.7,44.8,60,,Yes,No,Yes,No,Yes,Yes,No,No,,0,No,Clear,Good,66.3
R000178,2026-05-25,09:57:46,J013,DL08-4138-K01066,Car,North,2.0,Red,98,58.5,8.1,40,,Yes,No,Yes,No,No,Yes,No,No,,0,No,Cloudy,Good,83.4
R010976,2026-06-04,20:24:20,J006,MH20-4967-K04457,Bike,South,2.0,Red,98,36.9,45.6,60,Yes,,No,Yes,No,No,No,No,No,,0,No,Cloudy,Average,74.2
R022404,2026-06-07,10:48:08,J007,UP32-5227-N03448,Bike,South,2.0,  Green ,74,12.0,39.1,60,Yes,,No,Yes,No,No,Yes,No,No,,0,No,Fog,Average,75.1
R016718,04 Mar 2026,09:23:25,J012,MH12-3815-L01339,Car,East,1.0,Green,143,11.3,16.8,40,,Yes,No,Yes,No,No,No,No,No,,0,No,Cloudy,Average,80.9
R003040,2026-04-11,21:10:03,J011,KA05-5881-Q03986,Bike,West,3.0,Green,157,1.4,44.4,60,Yes,,No,No,No,No,No,No,Yes,Wrong Lane,500,No,Rain,Good,27.3
R024943,2026-05-03,17:16:10,J007,GJ01-3007-C05298,Car,South,2.0,Green,74,7.9,44.0,60,,Yes,No,Yes,No,No,No,No,No,,0,No,Fog,Average,64.4
R024934,2026-02-10,08:54:33,J011,GJ01-5460-H05648,Car,North,4.0,Red,157,57.9,46.6,60,,Yes,No,Yes,No,No,No,No,No,,0,No,Cloudy,Good,70.9
R011988,20-06-2026,18:35:46,J009,UP32-4279-D00252,Bike,South,1.0,Red,127,46.6,28.6,40,Yes,,No,Yes,No,No,Yes,No,No,,0,No,Rain,Good,63.5
