Vehicle_ID,Vehicle_Type,Fuel_Type,Registration_Type
UP32-1887-J04756,Bike,Petrol,Private
MH20-5901-L04757,Car,Petrol,Private
MH20-7083-M04758,Bike,Electric,Private
MH12-8967-C04759,Car,Diesel,Private
TN09-1349-M04760,Bus,Diesel,Commercial
KA05-5160-C04761,Car,Diesel,Commercial
UP32-6145-M04762,Car,Diesel,Private
GJ01-4778-F04763,Taxi,Electric,Commercial
MH20-5549-P04764,Bike,Petrol,Private
GJ01-3197-C04765,Bike,Petrol,Commercial
GJ01-4890-L04766,Bike,Petrol,Commercial
GJ01-2198-L04767,Car,Petrol,Private
GJ01-9207-M04768,Car,Diesel,Private
MH14-6014-G04769,Bike,Petrol,Private
MH12-1621-D04770,Bike,Petrol,Commercial
GJ01-2573-B04771,Auto,CNG,Commercial
UP32-9412-D04772,Bike,Petrol,Private
GJ01-2877-N04773,Car,Electric,Private
UP32-9776-M04774,Car,Petrol,Private
GJ01-1749-M04775,Bike,Petrol,Private
GJ01-9786-F04776,Bike,Petrol,Private
UP32-3557-R04777,Car,Petrol,Private
MH14-5757-Q04778,Bike,Petrol,Private
GJ01-5632-A04779,Car,Diesel,Private
MH12-9740-H04780,Auto,Petrol,Commercial
UP32-9526-M04781,Bike,Petrol,Private
DL08-7744-Q04782,Taxi,CNG,Commercial
UP32-5316-B04783,Car,Electric,Private
GJ01-8363-M04784,Bike,Petrol,Private
MH14-2376-P04785,Auto,Petrol,Commercial
TN09-6987-N04786,Bike,Petrol,Private
MH14-9253-B04787,Taxi,Electric,Commercial
DL08-3401-A04788,Bike,Petrol,Private
TN09-8020-L04789,Bike,Petrol,Private
UP32-8898-H04790,Auto,Petrol,Commercial
GJ01-9112-R04791,Car,Petrol,Private
MH14-7081-K04792,Bus,Diesel,Commercial
MH12-2695-E04793,Auto,Petrol,Commercial
TN09-5752-L04794,Car,Petrol,Private
KA05-1513-B04795,Taxi,Diesel,Commercial
DL08-9126-N04796,Bike,Petrol,Private
MH20-6076-N04797,Bike,Petrol,Private
KA05-5075-H04798,Car,CNG,Private
MH14-5768-H04799,Car,Petrol,Private
DL08-1290-R04800,Bike,Petrol,Private
GJ01-6146-J04801,Car,Petrol,Private
UP32-4189-M04802,Bike,Petrol,Private
MH20-6518-E04803,Bike,Petrol,Private
MH12-3718-E04804,Bike,Petrol,Private
KA05-1638-M04805,Truck,Diesel,Commercial
MH14-4022-M04806,Bike,Petrol,Private
MH12-5299-D04807,Bike,Electric,Commercial
MH12-6518-C04808,Car,Petrol,Private
MH14-3944-G04809,Auto,Diesel,Commercial
KA05-5512-R04810,Bike,Petrol,Private
DL08-7820-C04811,Bike,Petrol,Private
KA05-5960-K04812,Bike,Petrol,Private
KA05-3444-J04813,Auto,Diesel,Commercial
DL08-2155-H04814,Bus,CNG,Commercial
MH14-5918-M04815,Car,Petrol,Commercial
MH14-9732-B04816,Bus,Diesel,Commercial
GJ01-2995-J04817,Bike,Petrol,Private
GJ01-1104-N04818,Car,Petrol,Private
MH14-9214-D04819,Taxi,CNG,Commercial
MH20-6166-N04820,Bus,CNG,Commercial
MH20-5977-R04821,Auto,Petrol,Commercial
DL08-5742-C04822,Bike,Electric,Private
MH14-4244-C04823,Car,Diesel,Private
MH14-6112-A04824,Truck,CNG,Commercial
MH14-4792-F04825,Bike,Petrol,Private
MH12-6074-K04826,Truck,Diesel,Commercial
GJ01-1022-J04827,Bike,Petrol,Private
UP32-2639-K04828,Truck,Diesel,Commercial
DL08-2133-A04829,Bike,Petrol,Private
GJ01-5452-L04830,Bus,Diesel,Commercial
MH20-8499-L04831,Taxi,Diesel,Commercial
KA05-1895-Q04832,Bike,Petrol,Private
UP32-5350-J04833,Car,Diesel,Private
UP32-1060-H04834,Taxi,Petrol,Commercial
DL08-7441-K04835,Car,Petrol,Private
KA05-2160-A04836,Bike,Petrol,Private
UP32-6744-H04837,Car,Electric,Private
TN09-9010-N04838,Bike,Petrol,Private
MH12-9746-N04839,Car,Diesel,Private
MH20-6277-H04840,Auto,Petrol,Commercial
KA05-1349-B04841,Bike,Petrol,Private
UP32-5920-N04842,Bike,Petrol,Private
KA05-9335-J04843,Bus,Diesel,Commercial
DL08-7640-D04844,Bike,Petrol,Private
UP32-1064-C04845,Truck,Diesel,Commercial
DL08-8872-L04846,Taxi,Diesel,Commercial
DL08-4309-B04847,Car,Petrol,Private
MH14-8247-D04848,Taxi,Diesel,Commercial
MH12-1598-J04849,Auto,Diesel,Commercial
MH14-5391-K04850,Car,Petrol,Commercial
TN09-7928-Q04851,Bus,Diesel,Commercial
KA05-7670-L04852,Car,Petrol,Private
MH14-8865-A04853,Bike,Petrol,Private
MH12-1907-K04854,Bike,Petrol,Private
GJ01-7622-M04855,Bike,Petrol,Private
UP32-8477-H04856,Car,Petrol,Private
KA05-8005-E04857,Taxi,Petrol,Commercial
MH20-4212-M04858,Bike,Petrol,Private
DL08-3513-R04859,Car,Diesel,Private
MH14-5272-C04860,Bike,Electric,Commercial
DL08-3037-R04861,Car,Electric,Private
GJ01-1096-M04862,Taxi,Petrol,Commercial
UP32-4751-L04863,Bike,Petrol,Private
MH14-7366-E04864,Truck,Diesel,Commercial
DL08-7078-J04865,Bike,Petrol,Private
UP32-1255-D04866,Bus,CNG,Commercial
TN09-6908-R04867,Auto,Petrol,Commercial
DL08-5104-E04868,Truck,Diesel,Commercial
MH14-9863-N04869,Bus,Diesel,Commercial
MH20-6932-L04870,Auto,Petrol,Commercial
MH12-6394-A04871,Bus,Diesel,Commercial
MH12-1116-B04872,Car,Diesel,Private
MH14-1907-C04873,Auto,CNG,Commercial
GJ01-2153-Q04874,Bike,Petrol,Private
MH14-3282-C04875,Car,CNG,Private
MH20-4165-K04876,Auto,Diesel,Commercial
MH12-7633-R04877,Bike,Petrol,Private
MH12-5320-J04878,Car,Diesel,Private
UP32-5014-P04879,Truck,CNG,Commercial
TN09-7864-C04880,Taxi,Diesel,Commercial
MH14-9688-E04881,Car,CNG,Private
MH14-9622-N04882,Car,CNG,Private
DL08-1476-E04883,Bike,Petrol,Private
GJ01-4911-P04884,Car,Diesel,Private
MH14-7780-Q04885,Bike,Petrol,Private
DL08-2109-H04886,Car,Diesel,Commercial
MH20-7591-Q04887,Car,Electric,Private
DL08-8554-J04888,Truck,Diesel,Commercial
TN09-3710-F04889,Bike,Petrol,Commercial
KA05-5229-K04890,Bike,Petrol,Private
GJ01-9882-P04891,Taxi,Diesel,Commercial
MH14-2218-K04892,Truck,Diesel,Commercial
MH12-7980-J04893,Car,Petrol,Private
UP32-8846-C04894,Car,CNG,Private
MH12-7367-F04895,Bike,Petrol,Private
MH12-3813-M04896,Taxi,Diesel,Commercial
MH12-5365-N04897,Auto,Electric,Commercial
MH14-7757-F04898,Bike,Electric,Commercial
MH12-4544-E04899,Bike,Petrol,Private
MH12-3870-L04900,Car,Petrol,Private
UP32-8674-H04901,Bike,Petrol,Commercial
DL08-6881-R04902,Auto,CNG,Commercial
TN09-2105-E04903,Car,Petrol,Private
MH14-2054-R04904,Auto,Diesel,Commercial
UP32-1194-G04905,Taxi,CNG,Commercial
TN09-7438-Q04906,Bike,Electric,Private
KA05-3627-G04907,Car,Petrol,Private
TN09-7519-H04908,Bike,Petrol,Commercial
MH20-5140-E04909,Auto,Diesel,Commercial
MH20-2812-B04910,Car,CNG,Private
DL08-2363-F04911,Bike,Petrol,Private
TN09-5761-M04912,Bike,Petrol,Private
MH14-8359-A04913,Car,Diesel,Private
MH14-8157-F04914,Bike,Petrol,Private
DL08-7480-L04915,Auto,Petrol,Commercial
TN09-6791-L04916,Bike,Petrol,Private
TN09-2323-B04917,Car,Diesel,Private
KA05-3111-E04918,Auto,Petrol,Commercial
MH12-1210-G04919,Car,Petrol,Commercial
DL08-6279-B04920,Car,Petrol,Private
DL08-5451-E04921,Car,CNG,Private
UP32-6421-G04922,Car,Diesel,Commercial
MH20-1493-D04923,Auto,CNG,Commercial
DL08-3031-P04924,Auto,CNG,Commercial
GJ01-8720-K04925,Auto,Petrol,Commercial
MH12-5165-M04926,Car,Petrol,Private
GJ01-2631-P04927,Taxi,Petrol,Commercial
MH12-1501-K04928,Bike,Petrol,Private
MH14-6393-D04929,Bike,Petrol,Private
GJ01-3784-A04930,Bike,Petrol,Private
MH12-6207-A04931,Car,Diesel,Commercial
GJ01-2617-G04932,Bike,Petrol,Private
TN09-3618-H04933,Auto,Diesel,Commercial
MH12-6314-G04934,Car,Electric,Private
DL08-6731-J04935,Bike,Petrol,Commercial
KA05-9141-N04936,Truck,Diesel,Commercial
DL08-6965-B04937,Car,CNG,Private
MH20-6318-L04938,Truck,Diesel,Commercial
MH20-8585-Q04939,Bike,Petrol,Private
MH12-4621-C04940,Car,Electric,Private
DL08-1325-J04941,Bike,Electric,Private
MH12-8715-D04942,Truck,CNG,Commercial
KA05-3150-F04943,Bike,Petrol,Commercial
TN09-5833-M04944,Bike,Petrol,Private
TN09-7664-Q04945,Car,Petrol,Private
MH14-2752-G04946,Bike,Petrol,Commercial
DL08-1300-K04947,Auto,CNG,Commercial
MH20-8244-J04948,Bike,Petrol,Commercial
GJ01-1009-M04949,Car,Electric,Private
MH12-2786-M04950,Truck,Diesel,Commercial
MH20-2905-G04951,Taxi,Petrol,Commercial
GJ01-1995-A04952,Auto,Electric,Commercial
UP32-8088-C04953,Car,Petrol,Private
DL08-1115-R04954,Bike,Petrol,Commercial
DL08-8850-E04955,Auto,Diesel,Commercial
TN09-7454-B04956,Bike,Electric,Commercial
UP32-9863-M04957,Car,CNG,Private
GJ01-9397-D04958,Bike,Petrol,Private
UP32-7486-H04959,Auto,Petrol,Commercial
MH12-1066-R04960,Truck,Diesel,Commercial
KA05-5533-L04961,Bike,Petrol,Commercial
KA05-5540-D04962,Bike,Petrol,Private
MH20-7980-E04963,Bike,Petrol,Private
DL08-5877-Q04964,Bike,Petrol,Commercial
GJ01-1507-J04965,Car,Petrol,Private
DL08-9449-L04966,Truck,CNG,Commercial
MH12-8570-P04967,Bike,Petrol,Commercial
DL08-9140-L04968,Bike,Petrol,Commercial
GJ01-8814-K04969,Bike,Electric,Private
MH12-9008-G04970,Car,Petrol,Private
UP32-8629-N04971,Auto,Petrol,Commercial
DL08-6182-A04972,Taxi,Diesel,Commercial
DL08-7355-F04973,Car,Petrol,Private
TN09-5628-A04974,Auto,Petrol,Commercial
TN09-3128-L04975,Car,Diesel,Private
MH14-3264-N04976,Car,Petrol,Private
TN09-2947-K04977,Car,Diesel,Private
MH12-4086-E04978,Bike,Electric,Private
MH14-5784-P04979,Bike,Petrol,Private
DL08-6848-L04980,Car,Petrol,Private
MH12-3437-B04981,Taxi,Petrol,Commercial
KA05-2206-G04982,Car,Petrol,Private
TN09-5490-R04983,Taxi,CNG,Commercial
MH20-2765-H04984,Car,Electric,Private
MH20-8825-A04985,Taxi,CNG,Commercial
UP32-7639-D04986,Car,Electric,Private
DL08-1432-M04987,Car,Petrol,Private
TN09-5068-A04988,Bike,Electric,Private
TN09-6455-B04989,Car,Petrol,Private
GJ01-1108-R04990,Auto,Diesel,Commercial
KA05-4545-H04991,Auto,Diesel,Commercial
DL08-2011-J04992,Bike,Petrol,Private
MH20-5000-N04993,Car,Diesel,Private
MH20-7948-A04994,Taxi,Petrol,Commercial
MH20-2016-Q04995,Auto,Petrol,Commercial
MH12-7560-D04996,Car,Diesel,Private
UP32-1389-C04997,Bike,Electric,Private
MH12-4394-G04998,Car,Petrol,Private
UP32-3680-D04999,Bike,Petrol,Private
DL08-4893-H05000,Bike,Petrol,Private
MH20-7191-E05001,Bus,Diesel,Commercial
DL08-1407-R05002,Truck,Diesel,Commercial
GJ01-1690-B05003,Car,CNG,Private
DL08-8590-Q05004,Car,CNG,Private
TN09-5687-L05005,Auto,Diesel,Commercial
UP32-3728-E05006,Bike,Petrol,Private
MH12-2296-F05007,Car,Petrol,Private
KA05-5238-P05008,Car,CNG,Private
MH20-5435-R05009,Bike,Petrol,Private
MH12-7989-J05010,Bike,Petrol,Private
TN09-3898-M05011,Car,Diesel,Private
KA05-8688-R05012,Bike,Petrol,Private
MH12-5466-P05013,Car,Petrol,Private
MH12-8110-C05014,Auto,Petrol,Commercial
UP32-3509-K05015,Bike,Petrol,Private
MH20-9399-E05016,Auto,CNG,Commercial
MH14-7187-J05017,Auto,Petrol,Commercial
TN09-4209-R05018,Car,Petrol,Private
TN09-7343-N05019,Bike,Petrol,Private
GJ01-7193-K05020,Car,Electric,Commercial
TN09-2050-E05021,Bike,Petrol,Private
MH20-5300-E05022,Truck,Diesel,Commercial
TN09-5424-C05023,Bike,Petrol,Private
MH14-5287-A05024,Car,Diesel,Private
UP32-1019-N05025,Auto,Diesel,Commercial
TN09-3794-B05026,Truck,Diesel,Commercial
MH12-8721-K05027,Bike,Petrol,Private
TN09-8252-N05028,Bike,Petrol,Private
GJ01-2363-B05029,Truck,Diesel,Commercial
MH12-1008-B05030,Car,Diesel,Private
TN09-1460-F05031,Car,Petrol,Private
KA05-8758-F05032,Bike,Petrol,Commercial
MH20-1536-C05033,Car,Petrol,Private
UP32-6971-R05034,Bike,Petrol,Private
TN09-4769-P05035,Auto,Petrol,Commercial
UP32-6066-J05036,Truck,CNG,Commercial
MH20-7284-J05037,Car,Diesel,Private
GJ01-5656-D05038,Car,Petrol,Private
MH12-7002-C05039,Bike,Electric,Commercial
DL08-8276-P05040,Car,CNG,Private
UP32-7214-D05041,Bike,Petrol,Commercial
MH12-9686-L05042,Auto,Petrol,Commercial
UP32-5934-B05043,Auto,CNG,Commercial
GJ01-9457-C05044,Bike,Petrol,Private
MH12-4464-L05045,Car,Diesel,Private
TN09-8277-J05046,Auto,Petrol,Commercial
GJ01-4425-F05047,Car,Petrol,Private
UP32-2790-D05048,Car,Electric,Private
TN09-2160-J05049,Taxi,Petrol,Commercial
TN09-4643-F05050,Bike,Petrol,Private
MH14-9193-G05051,Bike,Petrol,Private
DL08-5505-A05052,Auto,CNG,Commercial
MH20-3421-P05053,Car,Petrol,Private
UP32-3199-A05054,Taxi,Petrol,Commercial
MH20-9471-R05055,Car,Electric,Private
MH20-2052-K05056,Car,Diesel,Private
KA05-8321-K05057,Bike,Petrol,Private
UP32-2698-R05058,Bike,Petrol,Commercial
MH20-2320-J05059,Auto,Petrol,Commercial
UP32-6504-B05060,Bike,Petrol,Private
MH20-7943-Q05061,Car,CNG,Private
UP32-9876-Q05062,Bike,Electric,Private
KA05-8404-K05063,Car,Electric,Private
MH20-4490-P05064,Car,Electric,Commercial
GJ01-3981-Q05065,Auto,Petrol,Commercial
DL08-5115-N05066,Taxi,CNG,Commercial
MH12-2816-E05067,Bike,Petrol,Private
KA05-8840-H05068,Bike,Petrol,Private
MH14-2145-M05069,Bike,Petrol,Private
MH20-4932-B05070,Car,Electric,Private
GJ01-6493-J05071,Car,Diesel,Commercial
MH14-7205-B05072,Taxi,Petrol,Commercial
KA05-4953-H05073,Car,Petrol,Private
MH20-9061-C05074,Taxi,Diesel,Commercial
MH20-5657-K05075,Bike,Petrol,Commercial
MH14-2722-E05076,Bike,Petrol,Private
UP32-9921-F05077,Auto,Diesel,Commercial
MH12-7473-P05078,Bike,Petrol,Private
TN09-9414-N05079,Car,Petrol,Private
KA05-2309-A05080,Car,Petrol,Commercial
MH20-6547-E05081,Auto,Petrol,Commercial
GJ01-8090-B05082,Car,Electric,Private
KA05-7391-K05083,Taxi,Petrol,Commercial
MH20-9726-K05084,Bike,Petrol,Private
DL08-2298-H05085,Car,CNG,Private
UP32-2493-F05086,Bike,Petrol,Private
GJ01-7252-P05087,Car,Electric,Private
UP32-9931-N05088,Bike,Petrol,Commercial
TN09-4049-R05089,Auto,Petrol,Commercial
GJ01-1476-H05090,Bike,Petrol,Private
UP32-4710-J05091,Truck,Diesel,Commercial
MH12-7663-F05092,Car,Diesel,Private
TN09-7033-R05093,Car,Petrol,Commercial
MH20-8420-R05094,Car,Diesel,Private
TN09-4489-L05095,Car,Diesel,Private
MH12-3061-Q05096,Bike,Petrol,Private
MH20-6642-Q05097,Bus,CNG,Commercial
MH20-5170-B05098,Car,CNG,Commercial
TN09-5757-P05099,Car,Diesel,Private
DL08-8370-Q05100,Auto,Diesel,Commercial
MH14-7808-R05101,Car,Electric,Private
TN09-7903-K05102,Taxi,Petrol,Commercial
DL08-9644-N05103,Bike,Petrol,Commercial
MH12-5866-J05104,Bike,Petrol,Commercial
GJ01-9183-H05105,Car,Petrol,Private
MH14-3671-K05106,Bike,Petrol,Private
UP32-1475-A05107,Bike,Petrol,Private
KA05-6124-J05108,Car,Electric,Private
GJ01-1393-L05109,Car,Petrol,Private
MH12-4692-H05110,Taxi,Diesel,Commercial
MH14-4953-R05111,Car,Petrol,Private
DL08-5059-M05112,Car,Petrol,Private
MH14-1625-A05113,Car,Electric,Private
UP32-5590-G05114,Car,Petrol,Private
UP32-9044-F05115,Car,Diesel,Private
GJ01-6993-P05116,Taxi,Diesel,Commercial
KA05-6790-R05117,Bike,Petrol,Private
TN09-1416-L05118,Bike,Petrol,Private
GJ01-3195-C05119,Auto,Petrol,Commercial
TN09-5689-C05120,Car,Diesel,Private
TN09-3146-M05121,Taxi,Petrol,Commercial
UP32-9676-F05122,Taxi,CNG,Commercial
TN09-2577-C05123,Car,Diesel,Private
TN09-9051-K05124,Car,CNG,Private
DL08-1661-E05125,Car,Diesel,Private
KA05-8589-G05126,Bike,Petrol,Private
KA05-1928-G05127,Bike,Petrol,Private
MH20-2500-F05128,Truck,Diesel,Commercial
KA05-1157-F05129,Car,Diesel,Commercial
KA05-1361-J05130,Bike,Petrol,Private
MH12-6926-F05131,Car,Petrol,Private
MH12-1440-K05132,Bike,Electric,Private
MH14-3233-H05133,Truck,CNG,Commercial
GJ01-1133-C05134,Car,Diesel,Private
MH14-4341-K05135,Taxi,CNG,Commercial
DL08-5292-M05136,Auto,Diesel,Commercial
GJ01-3881-Q05137,Car,Petrol,Private
DL08-5757-E05138,Car,Petrol,Private
MH20-2414-G05139,Car,Diesel,Commercial
KA05-6002-B05140,Car,Petrol,Private
MH14-7223-P05141,Bike,Petrol,Private
MH14-1591-E05142,Car,Petrol,Private
DL08-2541-Q05143,Car,Electric,Private
GJ01-9012-B05144,Bike,Electric,Commercial
MH14-8934-C05145,Auto,Petrol,Commercial
MH14-2886-R05146,Bike,Petrol,Private
MH14-4918-G05147,Truck,Diesel,Commercial
DL08-5463-J05148,Car,Diesel,Private
MH14-5195-R05149,Taxi,CNG,Commercial
UP32-8434-M05150,Bike,Petrol,Private
UP32-3490-H05151,Auto,Petrol,Commercial
DL08-2927-N05152,Bike,Petrol,Private
MH14-2520-B05153,Bike,Petrol,Commercial
MH12-4079-N05154,Auto,CNG,Commercial
GJ01-7536-Q05155,Car,Petrol,Private
GJ01-7502-N05156,Bike,Petrol,Private
DL08-4574-Q05157,Auto,Petrol,Commercial
TN09-9567-A05158,Bike,Petrol,Private
MH14-5494-B05159,Truck,Diesel,Commercial
MH20-4542-K05160,Car,Petrol,Private
TN09-9757-R05161,Auto,Petrol,Commercial
DL08-3803-H05162,Truck,Diesel,Commercial
MH12-9075-F05163,Bike,Petrol,Commercial
MH20-7124-L05164,Car,CNG,Private
MH14-4466-D05165,Taxi,CNG,Commercial
MH12-4518-K05166,Taxi,Diesel,Commercial
DL08-8018-R05167,Car,Diesel,Commercial
UP32-4202-N05168,Bike,Electric,Private
DL08-9714-A05169,Car,Petrol,Private
UP32-6965-K05170,Bike,Petrol,Commercial
GJ01-8857-J05171,Car,Petrol,Private
MH20-1632-N05172,Auto,Petrol,Commercial
TN09-3763-Q05173,Bike,Petrol,Private
KA05-1079-D05174,Car,Petrol,Private
MH14-7059-Q05175,Car,Petrol,Private
DL08-7213-C05176,Car,Petrol,Private
KA05-7335-A05177,Car,CNG,Commercial
MH20-7548-A05178,Car,CNG,Private
KA05-7210-M05179,Auto,Electric,Commercial
GJ01-9204-H05180,Car,Petrol,Private
DL08-9189-Q05181,Taxi,Petrol,Commercial
MH12-4250-K05182,Car,CNG,Private
TN09-5600-L05183,Bike,Petrol,Private
GJ01-1469-A05184,Bike,Petrol,Private
GJ01-3255-E05185,Car,Diesel,Private
GJ01-8726-J05186,Car,Diesel,Private
UP32-4402-N05187,Bike,Petrol,Private
MH12-6322-Q05188,Bike,Petrol,Private
MH12-2393-P05189,Car,Diesel,Commercial
MH14-2140-G05190,Car,Petrol,Private
MH12-4941-J05191,Car,CNG,Private
DL08-8763-Q05192,Bike,Petrol,Private
UP32-6418-L05193,Car,CNG,Private
TN09-5179-K05194,Bus,Diesel,Commercial
TN09-5811-E05195,Bike,Petrol,Commercial
UP32-6795-P05196,Auto,Petrol,Commercial
MH12-1196-D05197,Bike,Petrol,Commercial
MH14-8320-G05198,Truck,Diesel,Commercial
KA05-6225-F05199,Bike,Petrol,Private
DL08-4734-F05200,Bus,Diesel,Commercial
UP32-2492-B05201,Truck,Diesel,Commercial
UP32-2694-E05202,Bike,Petrol,Private
TN09-8347-N05203,Bike,Electric,Private
KA05-5943-K05204,Car,Petrol,Commercial
DL08-6134-M05205,Car,CNG,Private
DL08-4494-R05206,Truck,Diesel,Commercial
UP32-6885-N05207,Bike,Petrol,Private
DL08-1790-E05208,Bike,Petrol,Private
UP32-8739-D05209,Car,CNG,Private
MH14-9596-Q05210,Bike,Electric,Private
KA05-2195-A05211,Bike,Petrol,Private
GJ01-2953-C05212,Car,Petrol,Private
MH14-2688-H05213,Car,Petrol,Private
KA05-3825-K05214,Bike,Electric,Private
TN09-4026-H05215,Taxi,Diesel,Commercial
UP32-5790-R05216,Auto,Diesel,Commercial
MH14-3408-L05217,Car,Petrol,Private
MH14-1504-F05218,Car,CNG,Private
MH12-7702-N05219,Bike,Petrol,Private
TN09-4330-G05220,Bike,Petrol,Private
MH14-7715-K05221,Bike,Petrol,Private
MH14-1019-A05222,Bike,Petrol,Commercial
MH12-8323-B05223,Bike,Petrol,Private
GJ01-8121-H05224,Auto,Petrol,Commercial
MH12-9435-H05225,Bike,Petrol,Private
GJ01-9056-K05226,Car,Diesel,Commercial
MH20-7714-M05227,Taxi,Petrol,Commercial
KA05-5407-L05228,Bike,Petrol,Private
GJ01-6905-J05229,Bike,Petrol,Private
MH14-8319-J05230,Car,Diesel,Private
MH12-4175-K05231,Car,Petrol,Private
MH20-8167-F05232,Car,Petrol,Commercial
DL08-3048-N05233,Car,Diesel,Commercial
TN09-8263-H05234,Bike,Petrol,Private
MH12-8560-J05235,Auto,CNG,Commercial
GJ01-4720-L05236,Car,Petrol,Private
MH20-5452-Q05237,Car,Petrol,Private
TN09-4278-R05238,Car,CNG,Private
MH12-6868-G05239,Taxi,Petrol,Commercial
GJ01-4422-G05240,Taxi,Petrol,Commercial
DL08-5224-E05241,Bike,Petrol,Commercial
MH20-9513-H05242,Auto,Diesel,Commercial
DL08-9147-F05243,Truck,Diesel,Commercial
DL08-2671-B05244,Auto,Petrol,Commercial
UP32-1871-A05245,Car,Diesel,Private
DL08-5112-B05246,Car,Petrol,Private
DL08-4821-G05247,Car,Diesel,Private
DL08-9738-J05248,Bike,Petrol,Private
MH20-6899-R05249,Taxi,CNG,Commercial
MH12-5413-Q05250,Bike,Petrol,Private
TN09-2862-R05251,Bike,Electric,Private
MH12-7326-K05252,Bike,Petrol,Private
MH20-2570-M05253,Car,Diesel,Private
UP32-3577-P05254,Auto,Petrol,Commercial
MH20-8377-G05255,Car,Diesel,Commercial
TN09-4345-J05256,Bike,Petrol,Private
DL08-1622-H05257,Taxi,Diesel,Commercial
UP32-9484-G05258,Bike,Petrol,Private
DL08-3703-D05259,Bike,Petrol,Private
GJ01-6659-M05260,Bike,Petrol,Private
MH20-6433-A05261,Auto,Petrol,Commercial
GJ01-1603-N05262,Bike,Petrol,Private
GJ01-8717-C05263,Car,CNG,Private
GJ01-5040-E05264,Bike,Petrol,Private
MH12-4786-L05265,Bike,Petrol,Private
MH20-3501-D05266,Bike,Petrol,Private
UP32-5832-G05267,Bike,Petrol,Commercial
KA05-6518-K05268,Car,Petrol,Private
KA05-7795-M05269,Bike,Petrol,Private
MH14-8699-B05270,Bike,Petrol,Private
MH14-1257-E05271,Car,CNG,Commercial
GJ01-7161-H05272,Taxi,Diesel,Commercial
TN09-7398-Q05273,Taxi,Petrol,Commercial
MH20-3785-G05274,Auto,Petrol,Commercial
KA05-4503-C05275,Bike,Petrol,Private
MH14-1546-A05276,Auto,Petrol,Commercial
GJ01-1375-Q05277,Bike,Petrol,Commercial
KA05-5984-Q05278,Car,CNG,Private
DL08-8684-M05279,Bike,Petrol,Private
UP32-8057-B05280,Car,CNG,Private
DL08-9120-D05281,Car,Electric,Private
TN09-2760-A05282,Taxi,Petrol,Commercial
DL08-5454-P05283,Auto,Petrol,Commercial
KA05-5176-R05284,Bike,Petrol,Private
UP32-9996-B05285,Taxi,CNG,Commercial
TN09-3142-A05286,Auto,Diesel,Commercial
TN09-2439-G05287,Bike,Petrol,Private
UP32-8250-C05288,Car,Diesel,Commercial
DL08-8291-J05289,Bike,Petrol,Private
GJ01-9324-L05290,Car,Diesel,Private
TN09-1946-E05291,Bike,Petrol,Private
GJ01-5594-N05292,Bike,Petrol,Commercial
DL08-5885-H05293,Car,Petrol,Private
MH20-2836-F05294,Bike,Petrol,Private
DL08-9264-Q05295,Bike,Petrol,Private
TN09-6084-P05296,Car,Diesel,Private
KA05-1960-G05297,Car,Diesel,Private
GJ01-3007-C05298,Car,Petrol,Private
TN09-1725-H05299,Car,CNG,Private
TN09-6753-P05300,Bike,Petrol,Private
MH12-1694-K05301,Auto,Petrol,Commercial
DL08-4520-G05302,Bike,Petrol,Private
GJ01-1020-D05303,Bike,Petrol,Private
MH12-1424-F05304,Car,Diesel,Private
MH12-2735-A05305,Bike,Petrol,Commercial
UP32-2551-C05306,Bus,CNG,Commercial
GJ01-2484-K05307,Bike,Petrol,Private
GJ01-7122-B05308,Car,CNG,Private
DL08-7746-Q05309,Bike,Petrol,Private
MH14-8913-A05310,Auto,Diesel,Commercial
MH20-4342-F05311,Bike,Petrol,Commercial
TN09-1282-R05312,Bus,CNG,Commercial
GJ01-2371-E05313,Auto,Electric,Commercial
MH20-2216-G05314,Car,Petrol,Private
MH12-5344-B05315,Taxi,Diesel,Commercial
DL08-8831-C05316,Taxi,Electric,Commercial
TN09-9554-M05317,Bike,Petrol,Private
MH12-7367-N05318,Car,Petrol,Private
MH20-7791-E05319,Truck,Diesel,Commercial
MH12-7362-M05320,Bike,Electric,Private
MH14-3752-D05321,Bike,Petrol,Private
MH14-9880-C05322,Bus,CNG,Commercial
MH20-4768-H05323,Auto,Petrol,Commercial
TN09-9322-R05324,Car,Diesel,Commercial
MH20-4623-D05325,Car,CNG,Private
GJ01-9272-D05326,Bike,Petrol,Commercial
MH14-7628-B05327,Auto,Electric,Commercial
TN09-3675-C05328,Bike,Petrol,Private
GJ01-1096-D05329,Bus,Diesel,Commercial
MH14-1218-J05330,Car,Petrol,Private
MH12-9865-C05331,Bike,Petrol,Private
MH12-4868-J05332,Car,Petrol,Private
TN09-1488-N05333,Car,Petrol,Private
TN09-9216-B05334,Bus,Diesel,Commercial
UP32-5297-L05335,Car,Petrol,Private
TN09-1665-R05336,Car,Petrol,Private
KA05-3344-A05337,Car,Petrol,Private
UP32-8062-F05338,Taxi,Petrol,Commercial
KA05-8440-N05339,Car,CNG,Private
TN09-4198-B05340,Truck,Diesel,Commercial
KA05-9116-E05341,Taxi,Diesel,Commercial
MH14-8690-K05342,Bike,Petrol,Private
MH12-3207-N05343,Bike,Petrol,Private
MH14-2981-N05344,Taxi,Petrol,Commercial
GJ01-8133-A05345,Auto,CNG,Commercial
MH20-5424-N05346,Car,CNG,Private
GJ01-8915-B05347,Bike,Petrol,Private
